"query","size","variant","run","temp","query_duration_ms","read_rows","read_bytes","cpu_us"
"Q1","500m","v5_aggressive","2","cold",10,1294336,7238208,49341
"Q1","500m","v5_aggressive","2","warm",10,1220608,6814280,48868
"Q1","500m","v5_aggressive","3","cold",13,1220608,6814280,53196
"Q1","500m","v5_aggressive","3","warm",9,1220608,6814280,41692
"Q1","500m","v5_aggressive","4","cold",10,1220608,6814280,48486
"Q1","500m","v5_aggressive","4","warm",10,1220608,6814280,46731
"Q1","500m","v5_aggressive","5","cold",10,1220608,6814280,47054
"Q1","500m","v5_aggressive","5","warm",10,1220608,6814280,44444
"Q2","100m","v1_default","1","cold",55,6848512,82128904,249438
"Q2","100m","v1_default","1","warm",17,6848512,82128904,131507
"Q2","100m","v1_default","2","cold",17,6848512,82128904,152735
"Q2","100m","v1_default","2","warm",19,6848512,82128904,151520
"Q2","100m","v1_default","3","cold",16,6848512,82128904,132326
"Q2","100m","v1_default","3","warm",19,6848512,82128904,148508
"Q2","100m","v1_default","4","cold",18,6848512,82128904,146676
"Q2","100m","v1_default","4","warm",17,6848512,82128904,143259
"Q2","100m","v1_default","5","cold",18,6848512,82128904,136292
"Q2","100m","v1_default","5","warm",17,6848512,82128904,138009
"Q2","100m","v2_zstd","1","cold",59,6848512,82128904,334489
"Q2","100m","v2_zstd","1","warm",26,6848512,82128904,232035
"Q2","100m","v2_zstd","2","cold",25,6848512,82128904,228540
"Q2","100m","v2_zstd","2","warm",25,6848512,82128904,239842
"Q2","100m","v2_zstd","3","cold",27,6848512,82128904,241717
"Q2","100m","v2_zstd","3","warm",25,6848512,82128904,231358
"Q2","100m","v2_zstd","4","cold",30,6848512,82128904,250928
"Q2","100m","v2_zstd","4","warm",34,6848512,82128904,260954
"Q2","100m","v2_zstd","5","cold",25,6848512,82128904,249354
"Q2","100m","v2_zstd","5","warm",24,6848512,82128904,231773
"Q2","100m","v3_percolumn","1","cold",52,6848512,82128904,371423
"Q2","100m","v3_percolumn","1","warm",31,6848512,82128904,282875
"Q2","100m","v3_percolumn","2","cold",29,6848512,82128904,271993
"Q2","100m","v3_percolumn","2","warm",35,6848512,82128904,272052
"Q2","100m","v3_percolumn","3","cold",31,6848512,82128904,285056
"Q2","100m","v3_percolumn","3","warm",31,6848512,82128904,278920
"Q2","100m","v3_percolumn","4","cold",31,6848512,82128904,283990
"Q2","100m","v3_percolumn","4","warm",35,6848512,82128904,305697
"Q2","100m","v3_percolumn","5","cold",31,6848512,82128904,280945
"Q2","100m","v3_percolumn","5","warm",31,6848512,82128904,279602
"Q2","100m","v4_percolumn_zstd","1","cold",59,6848512,82128904,441615
"Q2","100m","v4_percolumn_zstd","1","warm",35,6848512,82128904,356276
"Q2","100m","v4_percolumn_zstd","2","cold",39,6848512,82128904,348403
"Q2","100m","v4_percolumn_zstd","2","warm",37,6848512,82128904,340992
"Q2","100m","v4_percolumn_zstd","3","cold",35,6848512,82128904,303311
"Q2","100m","v4_percolumn_zstd","3","warm",35,6848512,82128904,347582
"Q2","100m","v4_percolumn_zstd","4","cold",33,6848512,82128904,327773
"Q2","100m","v4_percolumn_zstd","4","warm",41,6848512,82128904,351876
"Q2","100m","v4_percolumn_zstd","5","cold",35,6848512,82128904,368545
"Q2","100m","v4_percolumn_zstd","5","warm",40,6848512,82128904,356656
"Q2","100m","v5_aggressive","1","cold",54,6848512,82128904,424269
"Q2","100m","v5_aggressive","1","warm",36,6848512,82128904,341553
"Q2","100m","v5_aggressive","2","cold",35,6848512,82128904,344648
"Q2","100m","v5_aggressive","2","warm",38,6848512,82128904,324879
"Q2","100m","v5_aggressive","3","cold",37,6848512,82128904,320402
"Q2","100m","v5_aggressive","3","warm",39,6848512,82128904,354008
"Q2","100m","v5_aggressive","4","cold",38,6848512,82128904,354621
"Q2","100m","v5_aggressive","4","warm",45,6848512,82128904,332122
"Q2","100m","v5_aggressive","5","cold",36,6848512,82128904,313798
"Q2","100m","v5_aggressive","5","warm",37,6848512,82128904,335980
"Q2","10m","v1_default","1","cold",5,401408,1605632,10119
"Q2","10m","v1_default","1","warm",4,0,0,4595
"Q2","10m","v1_default","2","cold",4,0,0,5207
"Q2","10m","v1_default","2","warm",3,0,0,4101
"Q2","10m","v1_default","3","cold",4,0,0,4688
"Q2","10m","v1_default","3","warm",3,0,0,4409
"Q2","10m","v1_default","4","cold",4,0,0,4827
"Q2","10m","v1_default","4","warm",3,0,0,4537
"Q2","10m","v1_default","5","cold",3,0,0,4406
"Q2","10m","v1_default","5","warm",4,0,0,5031
"Q2","10m","v2_zstd","1","cold",7,401408,1605632,14625
"Q2","10m","v2_zstd","1","warm",3,0,0,4185
"Q2","10m","v2_zstd","2","cold",3,0,0,4456
"Q2","10m","v2_zstd","2","warm",3,0,0,4406
"Q2","10m","v2_zstd","3","cold",4,0,0,5033
"Q2","10m","v2_zstd","3","warm",5,0,0,5353
"Q2","10m","v2_zstd","4","cold",3,0,0,3779
"Q2","10m","v2_zstd","4","warm",3,0,0,4077
"Q2","10m","v2_zstd","5","cold",4,0,0,5091
"Q2","10m","v2_zstd","5","warm",3,0,0,4734
"Q2","10m","v3_percolumn","1","cold",7,401408,1605632,14949
"Q2","10m","v3_percolumn","1","warm",4,0,0,4395
"Q2","10m","v3_percolumn","2","cold",3,0,0,4165
"Q2","10m","v3_percolumn","2","warm",4,0,0,5343
"Q2","10m","v3_percolumn","3","cold",4,0,0,4553
"Q2","10m","v3_percolumn","3","warm",4,0,0,4685
"Q2","10m","v3_percolumn","4","cold",3,0,0,4258
"Q2","10m","v3_percolumn","4","warm",3,0,0,4352
"Q2","10m","v3_percolumn","5","cold",4,0,0,4521
"Q2","10m","v3_percolumn","5","warm",4,0,0,4967
"Q2","10m","v4_percolumn_zstd","1","cold",8,401408,1605632,15737
"Q2","10m","v4_percolumn_zstd","1","warm",4,0,0,4685
"Q2","10m","v4_percolumn_zstd","2","cold",3,0,0,4598
"Q2","10m","v4_percolumn_zstd","2","warm",4,0,0,5068
"Q2","10m","v4_percolumn_zstd","3","cold",4,0,0,5083
"Q2","10m","v4_percolumn_zstd","3","warm",3,0,0,4179
"Q2","10m","v4_percolumn_zstd","4","cold",4,0,0,4610
"Q2","10m","v4_percolumn_zstd","4","warm",3,0,0,4278
"Q2","10m","v4_percolumn_zstd","5","cold",3,0,0,4346
"Q2","10m","v4_percolumn_zstd","5","warm",3,0,0,4227
"Q2","10m","v5_aggressive","1","cold",7,401408,1605632,14404
"Q2","10m","v5_aggressive","1","warm",3,0,0,4142
"Q2","10m","v5_aggressive","2","cold",3,0,0,3989
"Q2","10m","v5_aggressive","2","warm",4,0,0,4358
"Q2","10m","v5_aggressive","3","cold",3,0,0,4509
"Q2","10m","v5_aggressive","3","warm",3,0,0,3952
"Q2","10m","v5_aggressive","4","cold",3,0,0,3995
"Q2","10m","v5_aggressive","4","warm",4,0,0,4326
"Q2","10m","v5_aggressive","5","cold",3,0,0,4099
"Q2","10m","v5_aggressive","5","warm",3,0,0,3788
"Q2","1m","v1_default","1","cold",6,401408,1605632,11997
"Q2","1m","v1_default","1","warm",3,0,0,4292
"Q2","1m","v1_default","2","cold",4,0,0,4578
"Q2","1m","v1_default","2","warm",4,0,0,4550
"Q2","1m","v1_default","3","cold",4,0,0,5215
"Q2","1m","v1_default","3","warm",3,0,0,4740
"Q2","1m","v1_default","4","cold",4,0,0,4649
"Q2","1m","v1_default","4","warm",4,0,0,4922
"Q2","1m","v1_default","5","cold",3,0,0,4180
"Q2","1m","v1_default","5","warm",4,0,0,4913
"Q2","1m","v2_zstd","1","cold",6,401408,1605632,12219
"Q2","1m","v2_zstd","1","warm",3,0,0,4145
"Q2","1m","v2_zstd","2","cold",3,0,0,3841
"Q2","1m","v2_zstd","2","warm",4,0,0,4432
"Q2","1m","v2_zstd","3","cold",3,0,0,4274
"Q2","1m","v2_zstd","3","warm",3,0,0,4536
"Q2","1m","v2_zstd","4","cold",3,0,0,4422
"Q2","1m","v2_zstd","4","warm",4,0,0,4184
"Q2","1m","v2_zstd","5","cold",3,0,0,4176
"Q2","1m","v2_zstd","5","warm",3,0,0,4033
"Q2","1m","v3_percolumn","1","cold",6,401408,1605632,13051
"Q2","1m","v3_percolumn","1","warm",4,0,0,4579
"Q2","1m","v3_percolumn","2","cold",3,0,0,4233
"Q2","1m","v3_percolumn","2","warm",3,0,0,3800
"Q2","1m","v3_percolumn","3","cold",4,0,0,4970
"Q2","1m","v3_percolumn","3","warm",3,0,0,4515
"Q2","1m","v3_percolumn","4","cold",4,0,0,4386
"Q2","1m","v3_percolumn","4","warm",3,0,0,4104
"Q2","1m","v3_percolumn","5","cold",3,0,0,3989
"Q2","1m","v3_percolumn","5","warm",3,0,0,4066
"Q2","1m","v4_percolumn_zstd","1","cold",6,401408,1605632,12340
"Q2","1m","v4_percolumn_zstd","1","warm",5,0,0,5939
"Q2","1m","v4_percolumn_zstd","2","cold",3,0,0,4307
"Q2","1m","v4_percolumn_zstd","2","warm",4,0,0,4537
"Q2","1m","v4_percolumn_zstd","3","cold",4,0,0,4378
"Q2","1m","v4_percolumn_zstd","3","warm",3,0,0,4034
"Q2","1m","v4_percolumn_zstd","4","cold",3,0,0,4105
"Q2","1m","v4_percolumn_zstd","4","warm",3,0,0,4409
"Q2","1m","v4_percolumn_zstd","5","cold",3,0,0,3970
"Q2","1m","v4_percolumn_zstd","5","warm",4,0,0,4277
"Q2","1m","v5_aggressive","1","cold",6,401408,1605632,12575
"Q2","1m","v5_aggressive","1","warm",4,0,0,4584
"Q2","1m","v5_aggressive","2","cold",4,0,0,4232
"Q2","1m","v5_aggressive","2","warm",4,0,0,4562
"Q2","1m","v5_aggressive","3","cold",4,0,0,4926
"Q2","1m","v5_aggressive","3","warm",4,0,0,5109
"Q2","1m","v5_aggressive","4","cold",3,0,0,3989
"Q2","1m","v5_aggressive","4","warm",3,0,0,4019
"Q2","1m","v5_aggressive","5","cold",3,0,0,3822
"Q2","1m","v5_aggressive","5","warm",4,0,0,4898
"Q2","500m","v1_default","1","cold",58,6864896,82186240,284805
"Q2","500m","v1_default","1","warm",21,6864896,82186240,146641
"Q2","500m","v1_default","2","cold",19,6864896,82186240,136523
"Q2","500m","v1_default","2","warm",18,6864896,82186240,134451
"Q2","500m","v1_default","3","cold",20,6864896,82186240,145428
"Q2","500m","v1_default","3","warm",18,6864896,82186240,144250
"Q2","500m","v1_default","4","cold",21,6864896,82186240,161826
"Q2","500m","v1_default","4","warm",20,6864896,82186240,147022
"Q2","500m","v1_default","5","cold",22,6864896,82186240,171772
"Q2","500m","v1_default","5","warm",21,6864896,82186240,152988
"Q2","500m","v2_zstd","1","cold",47,6864896,82186240,327500
"Q2","500m","v2_zstd","1","warm",32,6864896,82186240,234378
"Q2","500m","v2_zstd","2","cold",27,6864896,82186240,232580
"Q2","500m","v2_zstd","2","warm",31,6864896,82186240,234511
"Q2","500m","v2_zstd","3","cold",27,6864896,82186240,243964
"Q2","500m","v2_zstd","3","warm",27,6864896,82186240,223117
"Q2","500m","v2_zstd","4","cold",27,6864896,82186240,240006
"Q2","500m","v2_zstd","4","warm",26,6864896,82186240,236368
"Q2","500m","v2_zstd","5","cold",27,6864896,82186240,237107
"Q2","500m","v2_zstd","5","warm",35,6864896,82186240,249526
"Q2","500m","v3_percolumn","1","cold",53,7528448,86195104,398245
"Q2","500m","v3_percolumn","1","warm",30,7266304,84954712,275439
"Q2","500m","v3_percolumn","2","cold",32,7266304,84954712,288884
"Q2","500m","v3_percolumn","2","warm",31,7266304,84954712,305389
"Q2","500m","v3_percolumn","3","cold",32,7266304,84954712,286188
"Q2","500m","v3_percolumn","3","warm",30,7266304,84954712,287907
"Q2","500m","v3_percolumn","4","cold",33,7266304,84954712,311766
"Q2","500m","v3_percolumn","4","warm",33,7266304,84954712,280892
"Q2","500m","v3_percolumn","5","cold",34,7266304,84954712,297725
"Q2","500m","v3_percolumn","5","warm",34,7266304,84954712,312417
"Q2","500m","v4_percolumn_zstd","1","cold",59,7503872,85371888,461262
"Q2","500m","v4_percolumn_zstd","1","warm",49,7405568,85028720,353708
"Q2","500m","v4_percolumn_zstd","2","cold",41,7389184,84670672,372247
"Q2","500m","v4_percolumn_zstd","2","warm",35,7389184,84670672,346255
"Q2","500m","v4_percolumn_zstd","3","cold",32,7389184,84670672,339107
"Q2","500m","v4_percolumn_zstd","3","warm",41,7389184,84670672,423482
"Q2","500m","v4_percolumn_zstd","4","cold",38,7389184,84670672,380368
"Q2","500m","v4_percolumn_zstd","4","warm",37,7389184,84670672,349809
"Q2","500m","v4_percolumn_zstd","5","cold",39,7389184,84670672,348026
"Q2","500m","v4_percolumn_zstd","5","warm",44,7389184,84670672,382427
"Q2","500m","v5_aggressive","1","cold",56,7700480,86850120,477084
"Q2","500m","v5_aggressive","1","warm",40,7487488,85536160,375682
"Q2","500m","v5_aggressive","2","cold",34,7471104,85743512,381057
"Q2","500m","v5_aggressive","2","warm",36,7462912,85645208,366817
"Q2","500m","v5_aggressive","3","cold",34,7454720,85612440,340885
"Q2","500m","v5_aggressive","3","warm",37,7454720,85612440,332476
"Q2","500m","v5_aggressive","4","cold",34,7454720,85612440,347370
"Q2","500m","v5_aggressive","4","warm",37,7454720,85612440,351768
"Q2","500m","v5_aggressive","5","cold",36,7454720,85612440,348462
"Q2","500m","v5_aggressive","5","warm",38,7454720,85612440,389982
"Q3","100m","v1_default","1","cold",317,100000000,900000000,2992562
"Q3","100m","v1_default","1","warm",107,100000000,900000000,1622952
"Q3","100m","v1_default","2","cold",104,100000000,900000000,1574640
"Q3","100m","v1_default","2","warm",106,100000000,900000000,1587267
"Q3","100m","v1_default","3","cold",117,100000000,900000000,1650121
"Q3","100m","v1_default","3","warm",113,100000000,900000000,1636962
"Q3","100m","v1_default","4","cold",108,100000000,900000000,1638891
"Q3","100m","v1_default","4","warm",109,100000000,900000000,1619722
"Q3","100m","v1_default","5","cold",108,100000000,900000000,1631278
"Q3","100m","v1_default","5","warm",116,100000000,900000000,1712093
"Q3","100m","v2_zstd","1","cold",231,100000000,900000000,2805900
"Q3","100m","v2_zstd","1","warm",142,100000000,900000000,2145447
"Q3","100m","v2_zstd","2","cold",154,100000000,900000000,2355424
"Q3","100m","v2_zstd","2","warm",156,100000000,900000000,2320746
"Q3","100m","v2_zstd","3","cold",160,100000000,900000000,2389666
"Q3","100m","v2_zstd","3","warm",162,100000000,900000000,2371900
"Q3","100m","v2_zstd","4","cold",176,100000000,900000000,2444978
"Q3","100m","v2_zstd","4","warm",165,100000000,900000000,2338823
"Q3","100m","v2_zstd","5","cold",148,100000000,900000000,2206899
"Q3","100m","v2_zstd","5","warm",157,100000000,900000000,2300921
"Q3","100m","v3_percolumn","1","cold",249,100000000,900000000,3168671
"Q3","100m","v3_percolumn","1","warm",227,100000000,900000000,2981715
"Q3","100m","v3_percolumn","2","cold",225,100000000,900000000,3243664
"Q3","100m","v3_percolumn","2","warm",201,100000000,900000000,2886249
"Q3","100m","v3_percolumn","3","cold",251,100000000,900000000,3272331
"Q3","100m","v3_percolumn","3","warm",236,100000000,900000000,3181418
"Q3","100m","v3_percolumn","4","cold",224,100000000,900000000,3084139
"Q3","100m","v3_percolumn","4","warm",214,100000000,900000000,3058110
"Q3","100m","v3_percolumn","5","cold",241,100000000,900000000,3251735
"Q3","100m","v3_percolumn","5","warm",216,100000000,900000000,3080122
"Q3","100m","v4_percolumn_zstd","1","cold",96,100000000,900000000,1231831
"Q3","100m","v4_percolumn_zstd","1","warm",86,100000000,900000000,1211437
"Q3","100m","v4_percolumn_zstd","2","cold",88,100000000,900000000,1243859
