"query_start_time","query_duration_ms","read_rows","read_bytes","result_rows","result_bytes","memory_usage","real_time_us","user_time_us","system_time_us","disk_read_us","cpu_wait_us","query"
"2026-02-14 17:13:41",253,100000000,900000000,5,3072,15376754,4439656,1664652,107590,198195,2064485,"SELECT metric_name, sum(counter) AS total FROM exp01_compression.v1_default GROUP BY metric_name ORDER BY total DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:41",174,100000000,900000000,5,2860,15376754,3023140,1616848,93324,136869,857607,"SELECT metric_name, sum(counter) AS total FROM exp01_compression.v1_default GROUP BY metric_name ORDER BY total DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:42",235,100000000,900000000,5,2860,15376754,4146290,1730846,87245,148645,1395773,"SELECT metric_name, sum(counter) AS total FROM exp01_compression.v1_default GROUP BY metric_name ORDER BY total DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:42",117,100000000,900000000,5,3072,15376754,2048228,1557029,92809,96077,96667,"SELECT metric_name, sum(counter) AS total FROM exp01_compression.v1_default GROUP BY metric_name ORDER BY total DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:43",135,100000000,900000000,5,3072,15376754,2323645,1592557,103553,103469,203110,"SELECT metric_name, sum(counter) AS total FROM exp01_compression.v1_default GROUP BY metric_name ORDER BY total DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:43",132,100000000,900000000,5,3072,15376754,2317049,1691064,106505,123241,198488,"SELECT metric_name, sum(counter) AS total FROM exp01_compression.v1_default GROUP BY metric_name ORDER BY total DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:43",156,100000000,900000000,5,3072,15376754,2754296,1722905,107772,107599,418573,"SELECT metric_name, sum(counter) AS total FROM exp01_compression.v1_default GROUP BY metric_name ORDER BY total DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:43",129,100000000,900000000,5,3072,15376754,2253808,1606127,106735,103461,233958,"SELECT metric_name, sum(counter) AS total FROM exp01_compression.v1_default GROUP BY metric_name ORDER BY total DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:43",116,100000000,900000000,5,3072,15376418,2032716,1571857,92989,98163,114882,"SELECT metric_name, sum(counter) AS total FROM exp01_compression.v1_default GROUP BY metric_name ORDER BY total DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:43",139,100000000,900000000,5,2860,15376754,2441643,1666191,90409,131617,358558,"SELECT metric_name, sum(counter) AS total FROM exp01_compression.v1_default GROUP BY metric_name ORDER BY total DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:44",122,100000000,900000000,5,3072,15376418,2121625,1572980,122282,95051,161115,"SELECT metric_name, sum(counter) AS total FROM exp01_compression.v1_default GROUP BY metric_name ORDER BY total DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:44",147,100000000,900000000,5,3072,15376754,2569515,1634407,87223,120078,462412,"SELECT metric_name, sum(counter) AS total FROM exp01_compression.v1_default GROUP BY metric_name ORDER BY total DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:44",136,100000000,900000000,5,3072,15376754,2331093,1625973,105252,115626,271755,"SELECT metric_name, sum(counter) AS total FROM exp01_compression.v1_default GROUP BY metric_name ORDER BY total DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:44",121,100000000,900000000,5,3072,15376418,2127125,1643374,82584,116897,135435,"SELECT metric_name, sum(counter) AS total FROM exp01_compression.v1_default GROUP BY metric_name ORDER BY total DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:44",137,100000000,900000000,5,2860,15376754,2399456,1602625,115484,116484,355547,"SELECT metric_name, sum(counter) AS total FROM exp01_compression.v1_default GROUP BY metric_name ORDER BY total DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:45",125,100000000,900000000,5,2860,15376578,2184552,1677645,93627,98698,131382,"SELECT metric_name, sum(counter) AS total FROM exp01_compression.v1_default GROUP BY metric_name ORDER BY total DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:45",409,100000000,900000000,4,3028,15546979,10670604,1851787,626407,3341060,499814,"SELECT region, avg(value), count() FROM exp01_compression.v1_default GROUP BY region ORDER BY count() DESC FORMAT Null"
"2026-02-14 17:13:46",125,100000000,900000000,4,3028,15534643,2198787,1380676,142637,148364,320269,"SELECT region, avg(value), count() FROM exp01_compression.v1_default GROUP BY region ORDER BY count() DESC FORMAT Null"
"2026-02-14 17:13:46",99,100000000,900000000,4,3028,15534643,1731929,1258440,125659,123869,103202,"SELECT region, avg(value), count() FROM exp01_compression.v1_default GROUP BY region ORDER BY count() DESC FORMAT Null"
"2026-02-14 17:13:46",110,100000000,900000000,4,3028,15598419,1628273,1175380,115714,129578,92634,"SELECT region, avg(value), count() FROM exp01_compression.v1_default GROUP BY region ORDER BY count() DESC FORMAT Null"
"2026-02-14 17:13:47",88,100000000,900000000,4,3028,15534643,1521725,1108878,120853,124309,73925,"SELECT region, avg(value), count() FROM exp01_compression.v1_default GROUP BY region ORDER BY count() DESC FORMAT Null"
"2026-02-14 17:13:47",108,100000000,900000000,4,3028,15534643,1886714,1156078,130642,172748,340624,"SELECT region, avg(value), count() FROM exp01_compression.v1_default GROUP BY region ORDER BY count() DESC FORMAT Null"
"2026-02-14 17:13:47",107,100000000,900000000,4,3028,15534643,1838079,1184487,139950,132837,180613,"SELECT region, avg(value), count() FROM exp01_compression.v1_default GROUP BY region ORDER BY count() DESC FORMAT Null"
"2026-02-14 17:13:47",94,100000000,900000000,4,3028,15534643,1642092,1214459,110752,130835,81033,"SELECT region, avg(value), count() FROM exp01_compression.v1_default GROUP BY region ORDER BY count() DESC FORMAT Null"
"2026-02-14 17:13:48",89,100000000,900000000,4,3028,15534643,1540040,1127224,113367,128094,72181,"SELECT region, avg(value), count() FROM exp01_compression.v1_default GROUP BY region ORDER BY count() DESC FORMAT Null"
"2026-02-14 17:13:48",88,100000000,900000000,4,3028,15534643,1521826,1105286,111298,121615,78995,"SELECT region, avg(value), count() FROM exp01_compression.v1_default GROUP BY region ORDER BY count() DESC FORMAT Null"
"2026-02-14 17:13:48",90,100000000,900000000,4,3028,15534307,1554279,1123716,118843,130120,108884,"SELECT region, avg(value), count() FROM exp01_compression.v1_default GROUP BY region ORDER BY count() DESC FORMAT Null"
"2026-02-14 17:13:48",90,100000000,900000000,4,3028,15534643,1548056,1094892,129623,125919,96633,"SELECT region, avg(value), count() FROM exp01_compression.v1_default GROUP BY region ORDER BY count() DESC FORMAT Null"
"2026-02-14 17:13:49",105,100000000,900000000,4,3028,15534307,1842274,1180529,126495,153492,310857,"SELECT region, avg(value), count() FROM exp01_compression.v1_default GROUP BY region ORDER BY count() DESC FORMAT Null"
"2026-02-14 17:13:49",93,100000000,900000000,4,3028,15534307,1598067,1208318,118664,125226,57291,"SELECT region, avg(value), count() FROM exp01_compression.v1_default GROUP BY region ORDER BY count() DESC FORMAT Null"
"2026-02-14 17:13:49",109,100000000,900000000,4,3028,15534307,1868620,1197248,132639,137770,296274,"SELECT region, avg(value), count() FROM exp01_compression.v1_default GROUP BY region ORDER BY count() DESC FORMAT Null"
"2026-02-14 17:13:49",100,100000000,900000000,4,3028,15534307,1743104,1074380,104919,126474,343058,"SELECT region, avg(value), count() FROM exp01_compression.v1_default GROUP BY region ORDER BY count() DESC FORMAT Null"
"2026-02-14 17:13:49",108,100000000,900000000,4,3028,15534307,1794013,1203402,116209,159130,230693,"SELECT region, avg(value), count() FROM exp01_compression.v1_default GROUP BY region ORDER BY count() DESC FORMAT Null"
"2026-02-14 17:13:49",106,100000000,900000000,4,3028,15534307,1835989,1148150,104641,158320,324007,"SELECT region, avg(value), count() FROM exp01_compression.v1_default GROUP BY region ORDER BY count() DESC FORMAT Null"
"2026-02-14 17:13:50",84,100000000,900000000,4,3028,15534307,1444853,1042795,128543,117030,86790,"SELECT region, avg(value), count() FROM exp01_compression.v1_default GROUP BY region ORDER BY count() DESC FORMAT Null"
"2026-02-14 17:13:50",87,100000000,900000000,4,3028,15534307,1508570,1090286,148424,129921,77884,"SELECT region, avg(value), count() FROM exp01_compression.v1_default GROUP BY region ORDER BY count() DESC FORMAT Null"
"2026-02-14 17:13:50",88,100000000,900000000,4,3028,15534643,1518261,1098668,109153,124230,85900,"SELECT region, avg(value), count() FROM exp01_compression.v1_default GROUP BY region ORDER BY count() DESC FORMAT Null"
"2026-02-14 17:13:50",20,262144,3407987,1,136,1530949,276459,24136,5128,16405,1475,"SELECT sum(counter) FROM exp01_compression.v2_zstd WHERE metric_name='cpu_usage' AND timestamp BETWEEN '2024-01-01' AND '2024-01-02' FORMAT Null"
"2026-02-14 17:13:50",10,262144,3407987,1,136,2735982,105910,19349,2724,606,24,"SELECT sum(counter) FROM exp01_compression.v2_zstd WHERE metric_name='cpu_usage' AND timestamp BETWEEN '2024-01-01' AND '2024-01-02' FORMAT Null"
"2026-02-14 17:13:51",11,262144,3407987,1,136,1478335,113267,19063,3858,630,7,"SELECT sum(counter) FROM exp01_compression.v2_zstd WHERE metric_name='cpu_usage' AND timestamp BETWEEN '2024-01-01' AND '2024-01-02' FORMAT Null"
"2026-02-14 17:13:51",10,262144,3407987,1,136,1466536,108928,19822,3069,559,147,"SELECT sum(counter) FROM exp01_compression.v2_zstd WHERE metric_name='cpu_usage' AND timestamp BETWEEN '2024-01-01' AND '2024-01-02' FORMAT Null"
"2026-02-14 17:13:51",10,262144,3407987,1,136,1955583,112840,19816,2126,560,92,"SELECT sum(counter) FROM exp01_compression.v2_zstd WHERE metric_name='cpu_usage' AND timestamp BETWEEN '2024-01-01' AND '2024-01-02' FORMAT Null"
"2026-02-14 17:13:51",10,262144,3407987,1,136,1425278,112133,21885,433,591,17,"SELECT sum(counter) FROM exp01_compression.v2_zstd WHERE metric_name='cpu_usage' AND timestamp BETWEEN '2024-01-01' AND '2024-01-02' FORMAT Null"
"2026-02-14 17:13:52",10,262144,3407987,1,136,2132621,109903,18075,3121,613,198,"SELECT sum(counter) FROM exp01_compression.v2_zstd WHERE metric_name='cpu_usage' AND timestamp BETWEEN '2024-01-01' AND '2024-01-02' FORMAT Null"
"2026-02-14 17:13:52",10,262144,3407987,1,136,1876384,116324,21561,289,545,0,"SELECT sum(counter) FROM exp01_compression.v2_zstd WHERE metric_name='cpu_usage' AND timestamp BETWEEN '2024-01-01' AND '2024-01-02' FORMAT Null"
"2026-02-14 17:13:52",10,262144,3407987,1,136,2005702,115023,19195,2545,579,77,"SELECT sum(counter) FROM exp01_compression.v2_zstd WHERE metric_name='cpu_usage' AND timestamp BETWEEN '2024-01-01' AND '2024-01-02' FORMAT Null"
"2026-02-14 17:13:52",10,262144,3407987,1,136,2005590,112977,21886,1808,689,85,"SELECT sum(counter) FROM exp01_compression.v2_zstd WHERE metric_name='cpu_usage' AND timestamp BETWEEN '2024-01-01' AND '2024-01-02' FORMAT Null"
"2026-02-14 17:13:52",9,262144,3407987,1,136,1467277,81569,18844,1860,577,61,"SELECT sum(counter) FROM exp01_compression.v2_zstd WHERE metric_name='cpu_usage' AND timestamp BETWEEN '2024-01-01' AND '2024-01-02' FORMAT Null"
"2026-02-14 17:13:52",9,262144,3407987,1,136,1457133,80626,18043,2099,541,315,"SELECT sum(counter) FROM exp01_compression.v2_zstd WHERE metric_name='cpu_usage' AND timestamp BETWEEN '2024-01-01' AND '2024-01-02' FORMAT Null"
"2026-02-14 17:13:52",9,262144,3407987,1,136,1529501,104918,19158,2428,531,110,"SELECT sum(counter) FROM exp01_compression.v2_zstd WHERE metric_name='cpu_usage' AND timestamp BETWEEN '2024-01-01' AND '2024-01-02' FORMAT Null"
"2026-02-14 17:13:53",8,262144,3407987,1,136,837429,79160,15122,4453,512,92,"SELECT sum(counter) FROM exp01_compression.v2_zstd WHERE metric_name='cpu_usage' AND timestamp BETWEEN '2024-01-01' AND '2024-01-02' FORMAT Null"
"2026-02-14 17:13:53",8,262144,3407987,1,136,1457677,75809,13076,6697,584,13,"SELECT sum(counter) FROM exp01_compression.v2_zstd WHERE metric_name='cpu_usage' AND timestamp BETWEEN '2024-01-01' AND '2024-01-02' FORMAT Null"
"2026-02-14 17:13:53",9,262144,3407987,1,136,1425278,101996,17396,2859,502,83,"SELECT sum(counter) FROM exp01_compression.v2_zstd WHERE metric_name='cpu_usage' AND timestamp BETWEEN '2024-01-01' AND '2024-01-02' FORMAT Null"
"2026-02-14 17:13:53",8,262144,3407987,1,136,2044438,73604,17332,1604,537,0,"SELECT sum(counter) FROM exp01_compression.v2_zstd WHERE metric_name='cpu_usage' AND timestamp BETWEEN '2024-01-01' AND '2024-01-02' FORMAT Null"
"2026-02-14 17:13:53",7,262144,3407987,1,136,2735534,65843,14717,3016,536,19,"SELECT sum(counter) FROM exp01_compression.v2_zstd WHERE metric_name='cpu_usage' AND timestamp BETWEEN '2024-01-01' AND '2024-01-02' FORMAT Null"
"2026-02-14 17:13:53",9,262144,3407987,1,136,2493736,106820,20718,415,539,90,"SELECT sum(counter) FROM exp01_compression.v2_zstd WHERE metric_name='cpu_usage' AND timestamp BETWEEN '2024-01-01' AND '2024-01-02' FORMAT Null"
"2026-02-14 17:13:53",9,262144,3407987,1,136,842765,75150,15316,3709,552,126,"SELECT sum(counter) FROM exp01_compression.v2_zstd WHERE metric_name='cpu_usage' AND timestamp BETWEEN '2024-01-01' AND '2024-01-02' FORMAT Null"
"2026-02-14 17:13:53",8,262144,3407987,1,136,1524181,70829,14656,3858,574,14,"SELECT sum(counter) FROM exp01_compression.v2_zstd WHERE metric_name='cpu_usage' AND timestamp BETWEEN '2024-01-01' AND '2024-01-02' FORMAT Null"
"2026-02-14 17:13:53",240,100000000,900000000,5,2860,14352118,4943712,2620367,183579,656417,391490,"SELECT metric_name, sum(counter) AS total FROM exp01_compression.v2_zstd GROUP BY metric_name ORDER BY total DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:54",155,100000000,900000000,5,3072,14331174,2725572,2172548,50787,36311,122354,"SELECT metric_name, sum(counter) AS total FROM exp01_compression.v2_zstd GROUP BY metric_name ORDER BY total DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:54",152,100000000,900000000,5,2860,14331174,2677473,2166268,46040,37560,124924,"SELECT metric_name, sum(counter) AS total FROM exp01_compression.v2_zstd GROUP BY metric_name ORDER BY total DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:54",170,100000000,900000000,5,3072,14331174,2988592,2344964,61581,39495,179687,"SELECT metric_name, sum(counter) AS total FROM exp01_compression.v2_zstd GROUP BY metric_name ORDER BY total DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:55",164,100000000,900000000,5,2860,14331174,2897157,2312690,41570,39293,166994,"SELECT metric_name, sum(counter) AS total FROM exp01_compression.v2_zstd GROUP BY metric_name ORDER BY total DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:55",162,100000000,900000000,5,3072,14331174,2871162,2289344,38685,48011,157946,"SELECT metric_name, sum(counter) AS total FROM exp01_compression.v2_zstd GROUP BY metric_name ORDER BY total DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:55",163,100000000,900000000,5,3072,14331174,2870489,2297662,55473,39657,116190,"SELECT metric_name, sum(counter) AS total FROM exp01_compression.v2_zstd GROUP BY metric_name ORDER BY total DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:56",172,100000000,900000000,5,3072,14331174,3035951,2393392,49045,41067,194423,"SELECT metric_name, sum(counter) AS total FROM exp01_compression.v2_zstd GROUP BY metric_name ORDER BY total DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:56",152,100000000,900000000,5,3072,14331174,2676380,2151818,41655,36502,129198,"SELECT metric_name, sum(counter) AS total FROM exp01_compression.v2_zstd GROUP BY metric_name ORDER BY total DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:57",173,100000000,900000000,5,3072,14331174,3065968,2320431,69174,40191,181072,"SELECT metric_name, sum(counter) AS total FROM exp01_compression.v2_zstd GROUP BY metric_name ORDER BY total DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:57",166,100000000,900000000,5,3072,14331174,2931574,2325435,42883,38749,181723,"SELECT metric_name, sum(counter) AS total FROM exp01_compression.v2_zstd GROUP BY metric_name ORDER BY total DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:57",167,100000000,900000000,5,2860,14331174,2937779,2325791,43802,38844,179783,"SELECT metric_name, sum(counter) AS total FROM exp01_compression.v2_zstd GROUP BY metric_name ORDER BY total DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:57",152,100000000,900000000,5,3072,14331174,2684012,2235692,41010,36547,40535,"SELECT metric_name, sum(counter) AS total FROM exp01_compression.v2_zstd GROUP BY metric_name ORDER BY total DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:57",151,100000000,900000000,5,2860,14330838,2667551,2255464,40737,36127,34721,"SELECT metric_name, sum(counter) AS total FROM exp01_compression.v2_zstd GROUP BY metric_name ORDER BY total DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:58",171,100000000,900000000,5,3072,14330998,3028483,2516231,46045,38115,86255,"SELECT metric_name, sum(counter) AS total FROM exp01_compression.v2_zstd GROUP BY metric_name ORDER BY total DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:58",172,100000000,900000000,5,3072,14330838,3035932,2388408,46634,42522,218012,"SELECT metric_name, sum(counter) AS total FROM exp01_compression.v2_zstd GROUP BY metric_name ORDER BY total DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:58",173,100000000,900000000,5,3072,14330838,3056785,2396231,64146,47402,189259,"SELECT metric_name, sum(counter) AS total FROM exp01_compression.v2_zstd GROUP BY metric_name ORDER BY total DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:58",154,100000000,900000000,5,2860,14330838,2713839,2274404,45069,38288,41447,"SELECT metric_name, sum(counter) AS total FROM exp01_compression.v2_zstd GROUP BY metric_name ORDER BY total DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:59",151,100000000,900000000,5,2860,14330998,2644887,2233735,37856,38724,23625,"SELECT metric_name, sum(counter) AS total FROM exp01_compression.v2_zstd GROUP BY metric_name ORDER BY total DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:59",148,100000000,900000000,5,3072,14330838,2603016,2210206,45186,37898,27210,"SELECT metric_name, sum(counter) AS total FROM exp01_compression.v2_zstd GROUP BY metric_name ORDER BY total DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:59",162,100000000,900000000,5,3072,14330838,2841175,2404510,44859,40830,28246,"SELECT metric_name, sum(counter) AS total FROM exp01_compression.v2_zstd GROUP BY metric_name ORDER BY total DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:59",386,100000000,900000000,4,3028,15092878,9878827,2669068,537514,2948008,20419,"SELECT region, avg(value), count() FROM exp01_compression.v2_zstd GROUP BY region ORDER BY count() DESC FORMAT Null"
"2026-02-14 17:14:00",152,100000000,900000000,4,3028,15078974,2657989,2180583,99513,111260,25694,"SELECT region, avg(value), count() FROM exp01_compression.v2_zstd GROUP BY region ORDER BY count() DESC FORMAT Null"
"2026-02-14 17:14:00",146,100000000,900000000,4,3028,15078974,2537662,2041388,120317,100462,27006,"SELECT region, avg(value), count() FROM exp01_compression.v2_zstd GROUP BY region ORDER BY count() DESC FORMAT Null"
