"query_start_time","query_duration_ms","read_rows","read_bytes","result_rows","result_bytes","memory_usage","real_time_us","user_time_us","system_time_us","disk_read_us","cpu_wait_us","query"
"2026-02-14 15:53:53",0,0,0,0,0,3600,369,316,0,0,18,"SYSTEM START MERGES exp02_projections.web_analytics_mv_source"
"2026-02-14 15:53:53",0,0,0,0,0,3536,337,0,0,0,0,"SYSTEM START MERGES exp02_projections.hourly_stats_mv_target"
"2026-02-14 17:12:41",5,4,64,4,528,408960,17059,5416,1657,0,0,"SELECT table, count() as rows FROM (
    SELECT 'web_analytics_base' as table, count() as rows FROM exp02_projections.web_analytics_base
    UNION ALL
    SELECT 'web_analytics_proj', count() FROM exp02_projections.web_analytics_proj
    UNION ALL
    SELECT 'web_analytics_mv_source', count() FROM exp02_projections.web_analytics_mv_source
    UNION ALL
    SELECT 'hourly_stats_mv_target', count() FROM exp02_projections.hourly_stats_mv_target
) GROUP BY table ORDER BY table
FORMAT PrettyCompact
"
"2026-02-14 17:12:48",1,1,16,1,136,71856,2303,1062,525,0,0,"SELECT count() FROM exp02_projections.web_analytics_base"
"2026-02-14 17:13:01",2,13,488,13,4608,165006,3224,1808,1105,0,0,"EXPLAIN indexes=1 SELECT page, toStartOfHour(timestamp) AS hour, count(), avg(duration_ms) FROM exp02_projections.web_analytics_proj GROUP BY page, hour ORDER BY page, hour LIMIT 10 FORMAT PrettyCompact"
"2026-02-14 17:13:02",10,14,542,14,5120,184142,10983,9285,1135,0,0,"EXPLAIN indexes=1 SELECT country, count() FROM exp02_projections.web_analytics_proj WHERE country='DE' AND timestamp BETWEEN '2024-01-01' AND '2024-02-01' GROUP BY country FORMAT PrettyCompact"
"2026-02-14 17:13:02",1,1,16,1,136,71856,1918,1307,34,0,0,"SELECT count() FROM exp02_projections.hourly_stats_mv_target"
"2026-02-14 17:13:35",201,200000000,1149209600,10,57700,12457952,3672752,2640655,154638,218130,194948,"SELECT page, avg(duration_ms) AS avg_d FROM exp02_projections.web_analytics_base GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:35",184,200000000,1149209600,10,57700,12457776,3223389,2464389,138769,112807,179110,"SELECT page, avg(duration_ms) AS avg_d FROM exp02_projections.web_analytics_base GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:36",185,200000000,1149209600,10,57700,12457776,3268646,2546134,117315,116557,174758,"SELECT page, avg(duration_ms) AS avg_d FROM exp02_projections.web_analytics_base GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:36",213,200000000,1149209600,10,57700,12521344,3327047,2500701,137435,131464,229874,"SELECT page, avg(duration_ms) AS avg_d FROM exp02_projections.web_analytics_base GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:37",180,200000000,1149209600,10,57700,12457776,3187701,2416748,114381,115429,223410,"SELECT page, avg(duration_ms) AS avg_d FROM exp02_projections.web_analytics_base GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:37",181,200000000,1149209600,10,57700,12458160,3195945,2278727,116629,117129,344666,"SELECT page, avg(duration_ms) AS avg_d FROM exp02_projections.web_analytics_base GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:37",178,200000000,1149209600,10,57700,12457776,3142823,2409889,106609,109662,215338,"SELECT page, avg(duration_ms) AS avg_d FROM exp02_projections.web_analytics_base GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:38",184,200000000,1149209600,10,57700,12457776,3251956,2521802,118358,110754,182268,"SELECT page, avg(duration_ms) AS avg_d FROM exp02_projections.web_analytics_base GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:38",195,200000000,1149209600,10,57700,12457776,3446612,2570004,122440,126768,290911,"SELECT page, avg(duration_ms) AS avg_d FROM exp02_projections.web_analytics_base GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:39",234,200000000,1149209600,10,57700,12457776,4136544,2539314,134589,142774,788995,"SELECT page, avg(duration_ms) AS avg_d FROM exp02_projections.web_analytics_base GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:39",178,200000000,1149209600,10,57700,12457440,3109827,2424494,102636,115043,208139,"SELECT page, avg(duration_ms) AS avg_d FROM exp02_projections.web_analytics_base GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:39",297,200000000,1149209600,10,57700,12457776,5278767,2591880,152352,249096,1824725,"SELECT page, avg(duration_ms) AS avg_d FROM exp02_projections.web_analytics_base GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:39",186,200000000,1149209600,10,57700,12457440,3285993,2538203,127555,122834,218655,"SELECT page, avg(duration_ms) AS avg_d FROM exp02_projections.web_analytics_base GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:40",252,200000000,1149209600,10,57700,12457776,4386976,2598754,100744,113256,943186,"SELECT page, avg(duration_ms) AS avg_d FROM exp02_projections.web_analytics_base GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:40",305,200000000,1149209600,10,57700,12457776,5429722,2701872,122980,206151,1897132,"SELECT page, avg(duration_ms) AS avg_d FROM exp02_projections.web_analytics_base GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:40",201,200000000,1149209600,10,57700,12457440,3480403,2475008,131908,130598,346018,"SELECT page, avg(duration_ms) AS avg_d FROM exp02_projections.web_analytics_base GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:41",218,200000000,1149209600,10,57700,12457776,3817427,2470872,122405,127836,736935,"SELECT page, avg(duration_ms) AS avg_d FROM exp02_projections.web_analytics_base GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:41",285,200000000,1149209600,10,57700,12457776,5071975,2460904,101638,181776,1870407,"SELECT page, avg(duration_ms) AS avg_d FROM exp02_projections.web_analytics_base GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:41",174,200000000,1149209600,10,57700,12457440,3067260,2413130,103266,115070,184714,"SELECT page, avg(duration_ms) AS avg_d FROM exp02_projections.web_analytics_base GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:41",265,200000000,1149209600,10,57700,12457776,4487262,2652851,119263,146281,1084985,"SELECT page, avg(duration_ms) AS avg_d FROM exp02_projections.web_analytics_base GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:42",223,200000000,1149209600,10,57700,12457776,3943222,2398393,127946,143090,912068,"SELECT page, avg(duration_ms) AS avg_d FROM exp02_projections.web_analytics_base GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:42",27,8760000,225564544,10,57700,33680514,431287,249405,20841,20866,15890,"SELECT page, avg(duration_ms) AS avg_d FROM exp02_projections.web_analytics_proj GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:42",23,8760000,225564544,10,57700,33679202,359636,251035,14834,9793,8190,"SELECT page, avg(duration_ms) AS avg_d FROM exp02_projections.web_analytics_proj GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:43",25,8760000,225564544,10,57700,33679202,358811,231650,16033,8953,23998,"SELECT page, avg(duration_ms) AS avg_d FROM exp02_projections.web_analytics_proj GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:43",54,8760000,225564544,10,57700,33679202,862587,257365,20254,26418,219440,"SELECT page, avg(duration_ms) AS avg_d FROM exp02_projections.web_analytics_proj GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:43",28,8760000,225564544,10,57700,33679202,425503,241539,20049,13087,34068,"SELECT page, avg(duration_ms) AS avg_d FROM exp02_projections.web_analytics_proj GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:44",67,8760000,225564544,10,57700,33679202,1002781,258515,21105,20853,384132,"SELECT page, avg(duration_ms) AS avg_d FROM exp02_projections.web_analytics_proj GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:44",60,8760000,225564544,10,57700,33679202,901571,252379,11727,15770,310583,"SELECT page, avg(duration_ms) AS avg_d FROM exp02_projections.web_analytics_proj GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:44",27,8760000,225564544,10,57700,33679202,407999,228575,14392,9041,26884,"SELECT page, avg(duration_ms) AS avg_d FROM exp02_projections.web_analytics_proj GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:44",81,8760000,225564544,10,57700,33679202,1061669,249830,16524,26546,396523,"SELECT page, avg(duration_ms) AS avg_d FROM exp02_projections.web_analytics_proj GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:45",25,8760000,225564544,10,57700,33679202,385268,249656,23396,9612,15868,"SELECT page, avg(duration_ms) AS avg_d FROM exp02_projections.web_analytics_proj GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:45",26,8760000,225564544,10,57700,33679202,373168,255951,12730,10447,7746,"SELECT page, avg(duration_ms) AS avg_d FROM exp02_projections.web_analytics_proj GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:45",35,8760000,225564544,10,57700,33678866,504660,251833,32206,14165,87323,"SELECT page, avg(duration_ms) AS avg_d FROM exp02_projections.web_analytics_proj GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:45",31,8760000,225564544,10,57700,33678866,458295,231870,21477,14304,69785,"SELECT page, avg(duration_ms) AS avg_d FROM exp02_projections.web_analytics_proj GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:45",34,8760000,225564544,10,57700,33678866,523616,258492,21271,14198,103161,"SELECT page, avg(duration_ms) AS avg_d FROM exp02_projections.web_analytics_proj GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:45",32,8760000,225564544,10,57700,33678866,471562,256359,14225,12282,62304,"SELECT page, avg(duration_ms) AS avg_d FROM exp02_projections.web_analytics_proj GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:45",24,8760000,225564544,10,57700,33678866,364178,245368,23624,13358,23385,"SELECT page, avg(duration_ms) AS avg_d FROM exp02_projections.web_analytics_proj GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:45",27,8760000,225564544,10,57700,33679202,409074,251964,10430,10485,22132,"SELECT page, avg(duration_ms) AS avg_d FROM exp02_projections.web_analytics_proj GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:46",66,8760000,225564544,10,57700,31565136,861262,274438,13689,14451,240792,"SELECT page, avg(duration_ms) AS avg_d FROM exp02_projections.web_analytics_proj GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:46",25,8760000,225564544,10,57700,33678866,364461,247186,14863,10930,22108,"SELECT page, avg(duration_ms) AS avg_d FROM exp02_projections.web_analytics_proj GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:46",24,8760000,225564544,10,57700,33679202,365872,210658,14848,9332,28540,"SELECT page, avg(duration_ms) AS avg_d FROM exp02_projections.web_analytics_proj GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:46",23,8760000,225564544,10,57700,33678866,348892,251802,9201,10290,7495,"SELECT page, avg(duration_ms) AS avg_d FROM exp02_projections.web_analytics_proj GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:46",26,8760000,225564544,10,57700,33655996,405455,252698,10999,13610,13366,"SELECT page, avgMerge(avg_duration) AS avg_d FROM exp02_projections.hourly_stats_mv_target GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:46",23,8760000,225564544,10,57700,33656060,346326,238461,16115,8520,15395,"SELECT page, avgMerge(avg_duration) AS avg_d FROM exp02_projections.hourly_stats_mv_target GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:47",24,8760000,225564544,10,57700,33656060,365101,241834,11972,8800,21278,"SELECT page, avgMerge(avg_duration) AS avg_d FROM exp02_projections.hourly_stats_mv_target GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:47",52,8760000,225564544,10,57700,33656060,826204,258806,16389,15920,310809,"SELECT page, avgMerge(avg_duration) AS avg_d FROM exp02_projections.hourly_stats_mv_target GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:47",32,8760000,225564544,10,57700,33656060,422057,233635,21755,8812,60956,"SELECT page, avgMerge(avg_duration) AS avg_d FROM exp02_projections.hourly_stats_mv_target GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:47",22,8760000,225564544,10,57700,33656060,331633,216170,13476,8121,11862,"SELECT page, avgMerge(avg_duration) AS avg_d FROM exp02_projections.hourly_stats_mv_target GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:48",26,8760000,225564544,10,57700,33656060,406223,233442,18506,9372,23733,"SELECT page, avgMerge(avg_duration) AS avg_d FROM exp02_projections.hourly_stats_mv_target GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:48",23,8760000,225564544,10,57700,33656060,346918,223983,19530,12364,14896,"SELECT page, avgMerge(avg_duration) AS avg_d FROM exp02_projections.hourly_stats_mv_target GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:48",23,8760000,225564544,10,57700,33656060,356340,230903,12152,9224,26120,"SELECT page, avgMerge(avg_duration) AS avg_d FROM exp02_projections.hourly_stats_mv_target GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:48",29,8760000,225564544,10,57700,33656220,449923,248485,14022,17053,53374,"SELECT page, avgMerge(avg_duration) AS avg_d FROM exp02_projections.hourly_stats_mv_target GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:49",56,8760000,225564544,10,57700,33655724,812974,240180,13030,8418,289010,"SELECT page, avgMerge(avg_duration) AS avg_d FROM exp02_projections.hourly_stats_mv_target GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:49",23,8760000,225564544,10,57700,33655724,340756,227892,17963,8732,14864,"SELECT page, avgMerge(avg_duration) AS avg_d FROM exp02_projections.hourly_stats_mv_target GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:49",22,8760000,225564544,10,57700,33655724,318672,212412,16215,7903,11358,"SELECT page, avgMerge(avg_duration) AS avg_d FROM exp02_projections.hourly_stats_mv_target GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:49",47,8760000,225564544,10,57700,33655724,739151,240922,17614,9777,249283,"SELECT page, avgMerge(avg_duration) AS avg_d FROM exp02_projections.hourly_stats_mv_target GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:49",23,8760000,225564544,10,57700,33655724,337155,224039,9990,8335,14095,"SELECT page, avgMerge(avg_duration) AS avg_d FROM exp02_projections.hourly_stats_mv_target GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:49",54,8760000,225564544,10,57700,23090223,776438,205974,17138,20698,338803,"SELECT page, avgMerge(avg_duration) AS avg_d FROM exp02_projections.hourly_stats_mv_target GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:49",36,8760000,225564544,10,57700,33655724,519490,214605,16791,8355,134189,"SELECT page, avgMerge(avg_duration) AS avg_d FROM exp02_projections.hourly_stats_mv_target GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:49",21,8760000,225564544,10,57700,33655724,315064,216468,12315,7470,14497,"SELECT page, avgMerge(avg_duration) AS avg_d FROM exp02_projections.hourly_stats_mv_target GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:49",67,8760000,225564544,10,57700,33655724,1056466,249409,18269,45739,496671,"SELECT page, avgMerge(avg_duration) AS avg_d FROM exp02_projections.hourly_stats_mv_target GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:50",27,8760000,225564544,10,57700,33655884,401804,228115,8468,8309,23649,"SELECT page, avgMerge(avg_duration) AS avg_d FROM exp02_projections.hourly_stats_mv_target GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:13:50",24,8760000,225564544,10,57700,33655724,315253,215392,6889,7800,13818,"SELECT page, avgMerge(avg_duration) AS avg_d FROM exp02_projections.hourly_stats_mv_target GROUP BY page ORDER BY avg_d DESC LIMIT 10 FORMAT Null"
"2026-02-14 17:14:01",7,1896861,1897505,10,43761,4579049,64118,11904,7095,621,660,"SELECT DISTINCT page FROM exp02_projections.web_analytics_base LIMIT 10"
"2026-02-14 17:14:05",56,2158878,2158878,10,84097,2660379,885371,105048,3026,15131,176232,"SELECT DISTINCT country FROM exp02_projections.web_analytics_base LIMIT 10"
"2026-02-14 17:14:22",26,16384,147456,1,272,557058,342963,8353,1356,1266,22208,"SELECT count(), avg(duration_ms) FROM exp02_projections.web_analytics_base WHERE page='/page/0' AND timestamp BETWEEN '2024-01-15' AND '2024-01-16' FORMAT Null"
"2026-02-14 17:14:22",8,16384,147456,1,272,553458,73829,7995,1257,72,15,"SELECT count(), avg(duration_ms) FROM exp02_projections.web_analytics_base WHERE page='/page/0' AND timestamp BETWEEN '2024-01-15' AND '2024-01-16' FORMAT Null"
"2026-02-14 17:14:22",10,16384,147456,1,272,553458,107140,11125,105,76,101,"SELECT count(), avg(duration_ms) FROM exp02_projections.web_analytics_base WHERE page='/page/0' AND timestamp BETWEEN '2024-01-15' AND '2024-01-16' FORMAT Null"
"2026-02-14 17:14:23",8,16384,147456,1,272,553458,87297,7246,1938,73,78,"SELECT count(), avg(duration_ms) FROM exp02_projections.web_analytics_base WHERE page='/page/0' AND timestamp BETWEEN '2024-01-15' AND '2024-01-16' FORMAT Null"
"2026-02-14 17:14:23",9,16384,147456,1,272,553458,108356,9577,1198,74,10,"SELECT count(), avg(duration_ms) FROM exp02_projections.web_analytics_base WHERE page='/page/0' AND timestamp BETWEEN '2024-01-15' AND '2024-01-16' FORMAT Null"
"2026-02-14 17:14:23",7,16384,147456,1,272,553458,81652,8437,56,57,14,"SELECT count(), avg(duration_ms) FROM exp02_projections.web_analytics_base WHERE page='/page/0' AND timestamp BETWEEN '2024-01-15' AND '2024-01-16' FORMAT Null"
"2026-02-14 17:14:23",8,16384,147456,1,272,553458,95818,7435,2050,97,0,"SELECT count(), avg(duration_ms) FROM exp02_projections.web_analytics_base WHERE page='/page/0' AND timestamp BETWEEN '2024-01-15' AND '2024-01-16' FORMAT Null"
"2026-02-14 17:14:24",9,16384,147456,1,272,553458,99009,9216,1153,81,26,"SELECT count(), avg(duration_ms) FROM exp02_projections.web_analytics_base WHERE page='/page/0' AND timestamp BETWEEN '2024-01-15' AND '2024-01-16' FORMAT Null"
